0,15,15,12,12,15,12,12,15,18,9,24,0,12,9,12,6,24,18,12,0,18,6,3,24,18,15,18,6,0,12,15,0,12,27,30,3,0,15,6,0,0,3,0,0,3,0,84,19,13,283194.5,1388.74254807692,0.706433330909996,0.821652408071976,19.4969269533787
15,15,15,12,18,18,15,15,15,18,12,24,0,12,9,9,6,24,18,21,0,15,6,18,24,18,15,24,6,0,12,0,0,0,21,27,0,0,18,0,0,0,0,0,0,0,0,0,34,1,245705.75,2661.64024038462,0.837530678262574,0.528260735567861,10.1725636096396
45,15,15,12,12,12,15,12,15,18,9,24,0,12,9,27,12,24,0,18,0,30,6,0,18,15,15,18,0,0,3,0,12,6,18,27,3,0,18,0,0,0,0,0,0,0,0,0,34,49,245705.75,3080.35658653846,0.825459780688225,0.99974364529299,8.6246977691551
6,15,15,12,21,18,24,12,15,18,0,24,0,9,9,12,15,27,15,3,0,30,12,0,36,0,21,24,0,0,12,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,48,230190.25,2083.81168269231,0.510996549276601,0.999666905298953,13.5995079094126
15,15,15,12,12,15,12,12,15,18,9,24,0,12,9,12,6,27,18,12,3,12,12,3,18,18,15,24,6,0,12,9,12,12,21,30,0,0,15,0,0,0,6,0,0,0,66,81,34,14,319683.25,2076.83307692308,0.834136199727887,0.839542454311416,12.584146083216
0,15,15,12,12,15,12,12,15,18,9,24,0,12,9,12,6,24,18,12,0,18,6,3,24,18,15,18,6,0,12,15,0,12,30,30,3,0,18,0,0,0,0,0,0,0,45,84,19,43,301664.65,1401.30403846154,0.700697233417319,0.998850585640869,19.3803722427307
15,15,15,12,12,15,12,12,15,18,9,24,0,12,9,12,6,24,18,18,0,12,9,3,24,18,15,24,0,0,12,9,12,12,27,27,0,0,15,0,0,0,3,0,0,0,0,0,34,13,246305.75,2061.48014423077,0.83439387634605,0.821652408071976,12.6560693961641
45,15,15,12,15,15,15,15,15,18,9,24,0,12,9,12,12,27,18,18,0,30,6,0,18,15,15,24,0,0,3,0,0,0,27,27,0,0,12,0,0,0,0,0,0,0,0,0,34,10,246757.3,3436.26548076923,0.835170308751618,0.760833139846169,7.88749750296658
15,15,15,12,15,12,12,12,15,18,9,24,0,12,9,12,12,27,21,18,0,6,9,0,21,18,18,18,6,3,6,15,0,12,30,27,0,0,18,0,12,0,6,0,0,0,0,102,34,41,303316.2,2160.57634615385,0.827386079447802,0.998174494303383,12.3790338357707
15,15,15,12,12,18,12,15,15,18,12,24,0,12,9,12,6,24,15,12,0,21,12,0,24,24,27,24,0,0,6,0,0,6,30,30,0,0,0,0,0,0,0,0,0,0,0,0,16,10,236596.45,2248.50677884615,0.676785787035751,0.760833139846169,11.7914435064455
0,6,3,12,18,15,15,12,15,18,9,24,0,12,9,18,12,24,18,3,0,12,12,0,24,24,9,24,3,0,12,15,0,12,30,30,0,0,12,0,0,0,0,0,0,0,3,0,1,0,231390.25,954.67326923077,0.511561129754024,0.5,44.7553902775124
0,6,18,12,18,15,15,12,15,15,9,24,0,12,9,15,12,27,15,12,0,12,12,0,18,18,9,24,0,6,12,15,0,12,30,27,0,0,15,0,0,0,0,0,0,0,0,0,10,1,234093.35,1383.15966346154,0.613907337141969,0.528260735567861,20.0699877090856
0,9,18,12,12,15,12,12,15,18,9,21,0,12,9,18,9,27,15,12,0,18,6,3,24,18,15,24,6,0,6,15,0,12,21,27,6,0,15,6,0,0,6,0,0,0,3,0,15,13,242351.1,1380.36822115385,0.665921998207743,0.821652408071976,20.53310586695
0,15,3,12,18,15,12,12,15,18,0,24,0,12,9,12,6,24,15,12,0,15,12,0,42,24,9,24,0,0,6,15,0,12,27,30,0,0,6,0,0,3,3,0,0,0,0,0,1,13,229738.7,971.421923076924,0.511399690822331,0.821652408071976,33.9335095476775
0,3,15,18,12,9,12,12,15,18,6,24,0,12,9,18,6,27,15,12,3,12,6,0,24,18,6,24,6,0,15,15,3,12,18,30,3,0,27,0,12,0,9,0,0,3,21,105,4,49,305367.75,896.052980769231,0.543859430887437,0.99974364529299,37.3522742631906
0,15,15,12,12,15,12,12,15,18,9,24,0,12,9,12,6,24,18,12,0,18,9,0,24,18,21,24,0,0,12,18,0,12,27,27,3,0,15,6,0,0,111,0,0,0,0,81,19,48,334850.3,1656.72100961538,0.699786757114758,0.999666905298953,18.210667911235
6,15,15,12,18,15,15,12,15,18,9,18,0,12,9,12,6,27,21,12,0,12,9,9,24,18,9,18,0,6,9,15,0,21,18,30,0,0,15,0,0,0,6,0,0,0,0,0,21,49,241951.1,1794.89740384615,0.718485711089352,0.99974364529299,14.4727748537779
15,15,15,18,12,15,12,12,15,18,9,24,0,12,9,12,6,24,15,15,0,6,21,0,24,18,15,9,6,6,18,9,6,12,21,27,0,0,21,0,0,0,3,0,0,0,252,0,34,0,368635.95,2131.26620192308,0.837795860783299,0.5,12.0583210402788
15,15,15,12,12,15,12,12,15,18,9,24,0,9,9,18,6,27,21,15,3,6,12,0,24,18,15,24,0,6,6,15,0,12,18,27,0,0,18,0,12,0,0,0,0,0,0,0,34,34,246305.75,2072.64591346154,0.829098633324557,0.992035742016037,12.6596522177696
0,15,15,12,12,15,12,12,15,18,9,24,0,12,6,12,12,27,15,18,0,18,6,0,18,24,15,18,0,0,9,15,12,12,21,30,3,0,18,0,0,0,0,0,0,0,282,81,19,50,414685.55,1473.88153846154,0.699426008035309,0.99980363798275,18.6595846985482
0,6,15,12,18,9,12,12,15,18,9,24,0,12,9,18,0,33,18,12,0,12,9,0,24,24,9,15,6,0,15,15,0,12,21,30,0,6,21,0,0,0,6,0,0,0,0,0,11,49,237196.45,1112.38975961538,0.619033985309441,0.99974364529299,26.7322032476067
15,15,15,12,15,12,12,12,15,18,9,24,0,12,9,12,12,27,18,18,0,6,9,0,24,18,18,18,6,0,6,15,0,12,30,27,0,0,21,6,0,0,6,0,0,0,276,0,34,43,384403,2104.7475,0.826901444602376,0.998850585640869,12.5912516973984
